基金代码,基金名称,基金类型,基金经理,今日净值,昨日净值,累计净值,今日涨跌幅,过去一月涨跌幅,过去三月涨跌幅,过去六月涨跌幅,过去一年涨跌幅,过去三年涨跌幅,成立以来涨跌幅
005277,海富通融丰定开债券,定开债券,张靖爽,1.0494,1.0493,1.1541,0.01%,-0.97%,1.75%,3.87%,6.11%,--,16.10%
005279,华泰紫金红利低波指数发起,股票指数,毛甜,0.9575,0.9515,0.9515,0.63%,1.13%,-3.82%,-3.35%,2.69%,--,-4.86%
005280,安信稳健阿尔法定开混合,混合型,徐黄玮,1.0942,1.0941,1.0941,0.01%,0.76%,2.20%,6.37%,11.06%,--,9.41%
005281,中科沃土转型升级混合,混合型,徐力,0.98,0.9815,0.9815,-0.15%,1.53%,-9.47%,11.38%,22.14%,--,-1.85%
005284,华商可转债债券C,债券型,张永志,1.067,1.0607,1.0607,0.59%,-2.87%,-10.06%,7.18%,14.30%,--,6.07%
005286,银华岁丰定期开放债券发起式,定开债券,吴文明,1.0826,1.0825,1.1496,0.01%,-0.29%,1.95%,4.32%,6.87%,--,15.41%
005287,海富通创业板增强C,股票指数,杜晓海,1.2768,1.275,1.275,0.14%,3.44%,-4.49%,21.47%,39.36%,--,27.50%
005288,海富通创业板增强A,股票指数,杜晓海,1.2865,1.2847,1.2847,0.14%,3.47%,-4.41%,21.71%,39.87%,--,28.47%
005289,融通通昊三个月定开债,定开债券,黄浩荣,1.032,1.0319,1.1449,0.01%,-0.28%,1.32%,3.42%,5.82%,--,15.22%
005290,诺德新盛灵活配置混合,混合型,张倩,1.2823,1.2791,1.2791,0.25%,4.64%,-1.55%,37.64%,52.84%,--,27.91%
005291,华富星玉衡混合A,混合型,张惠,--,1.0432,1.0432, ,0.38%,0.09%,2.54%,5.88%,--,4.32%
005292,华富星玉衡混合C,混合型,张惠,--,1.0287,1.0287, ,0.31%,-0.07%,2.23%,5.23%,--,2.87%
005293,诺德新旺,混合型,刘先政,1.1918,1.1928,1.1928,-0.08%,8.35%,12.58%,15.31%,31.55%,--,19.28%
005294,诺德新宜灵活配置混合,混合型,顾钰,0.9932,0.9895,0.9895,0.37%,2.74%,-5.31%,-2.94%,9.81%,--,-1.05%
005295,诺德天富灵活配置混合,混合型,曾文宏,1.0515,1.0472,1.0472,0.41%,0.70%,-3.18%,0.57%,11.57%,--,4.72%
005296,南华丰淳混合A,混合型,刘斐,1.1136,1.1079,1.1079,0.52%,4.64%,-9.26%,14.65%,28.63%,--,10.79%
005297,南华丰淳混合C,混合型,刘斐,1.0804,1.075,1.075,0.50%,4.59%,-9.37%,14.40%,27.42%,--,7.50%
005299,万家成长优选混合A,混合型,李文宾,1.5258,1.5141,1.5141,0.78%,5.84%,-3.72%,37.00%,49.96%,--,51.41%
005300,万家成长优选混合C,混合型,李文宾,1.5077,1.4954,1.4954,0.82%,5.79%,-3.84%,36.67%,49.11%,--,49.54%
005301,前海开源景鑫混合A,混合型,谭荐丰,1.7868,1.7846,1.7846,0.12%,-0.16%,1.69%,16.30%,34.62%,--,78.44%
005302,前海开源景鑫混合C,混合型,谭荐丰,1.7833,1.7811,1.7811,0.12%,-0.16%,1.67%,16.24%,34.48%,--,78.09%
005303,嘉实医药健康股票A,股票型,颜媛,1.7138,1.7116,1.7116,0.13%,6.21%,17.18%,38.69%,76.25%,--,71.16%
005304,嘉实医药健康股票C,股票型,颜媛,1.6814,1.6792,1.6792,0.13%,6.14%,16.96%,38.17%,74.99%,--,67.92%
005305,长信合利混合A,混合型,黄韵,1.1151,1.1131,1.1131,0.18%,-0.77%,0.73%,7.68%,--,--,11.31%
005306,长信合利混合C,混合型,黄韵,1.1083,1.1062,1.1062,0.19%,-0.81%,0.59%,7.36%,--,--,10.62%
005307,财通资管鸿达纯债A,债券型,宫志芳,1.0903,1.0901,1.1081,0.02%,0.27%,1.40%,3.06%,5.07%,--,10.97%
005308,财通资管鸿达纯债C,债券型,宫志芳,1.0822,1.082,1.0981,0.02%,0.23%,1.32%,2.90%,4.76%,--,9.94%
005309,中银证券汇嘉定期开放债券,定开债券,吕文晔,1.1222,1.122,1.1298,0.02%,-0.93%,1.53%,3.94%,6.57%,--,12.99%
005310,广发电子信息传媒股票,股票型,观富钦,1.3658,1.359,1.359,0.50%,3.28%,-11.95%,28.27%,73.52%,--,35.90%
005311,万家经济新动能混合A,混合型,黄兴亮,1.8944,1.8924,1.8924,0.10%,5.59%,-5.79%,61.41%,65.74%,--,89.24%
005312,万家经济新动能混合C,混合型,黄兴亮,1.8629,1.8555,1.8555,0.40%,5.55%,-5.90%,61.52%,63.81%,--,85.55%
005313,万家中证1000指数增强A,股票指数,乔亮,1.1284,1.127,1.3937,0.12%,1.17%,-3.68%,14.33%,23.30%,--,41.93%
005314,万家中证1000指数增强C,股票指数,乔亮,1.1251,1.1237,1.375,0.12%,1.14%,-3.77%,14.06%,22.77%,--,39.85%
005315,泰达宏利交利3个月定开债A,定开债券,傅浩,1.0412,1.041,1.126,0.02%,-0.12%,1.42%,2.96%,5.33%,--,13.04%
005316,泰达宏利交利3个月定开债C,定开债券,傅浩,1.041,1.041,1.126,0.00%,-0.12%,1.42%,2.96%,-0.13%,--,4.10%
005317,万家瑞舜灵活配置混合A,混合型,苏谋东,1.0752,1.0746,1.0746,0.06%,-1.18%,-0.48%,1.84%,4.10%,--,7.45%
005318,万家瑞舜灵活配置混合C,混合型,苏谋东,1.0414,1.0408,1.0408,0.06%,-1.21%,-0.54%,1.72%,3.84%,--,4.07%
005321,中银证券汇宇定期开放债券,定开债券,余亮,--,1.0637,1.1397, ,-0.80%,1.19%,2.92%,5.07%,--,14.48%
005322,中银丰禧定期开放债券,定开债券,郑涛,1.0676,1.0683,1.1188,-0.07%,0.17%,1.47%,3.18%,5.37%,--,12.24%
005323,前海开源泽鑫混合A,混合型,谭荐丰,1.5285,1.5246,1.5246,0.25%,2.44%,1.80%,12.38%,12.96%,--,52.46%
005324,前海开源泽鑫混合C,混合型,谭荐丰,1.5273,1.5234,1.5234,0.25%,2.43%,1.78%,12.33%,12.84%,--,52.34%
005325,景顺长城泰恒回报混合A,混合型,徐喻军,1.147,1.1414,1.1414,0.49%,1.63%,-3.27%,7.75%,18.45%,--,14.14%
005326,景顺长城泰恒回报混合C,混合型,徐喻军,1.143,1.1364,1.1364,0.58%,1.61%,-3.33%,7.64%,18.23%,--,13.64%
005327,景顺长城景泰稳利定开债A,定开债券,成念良,1.0836,1.0834,1.1301,0.02%,-1.28%,1.81%,3.86%,6.62%,--,13.30%
005328,前海开源价值策略股票,股票型,肖立强,1.1182,1.1184,1.1184,-0.02%,4.63%,-0.19%,19.91%,42.96%,--,11.84%
005329,添富民安增益定开混合A,混合型,曾刚,1.181,1.1819,1.1819,-0.08%,2.63%,4.44%,8.65%,13.76%,--,18.19%
005330,添富民安增益定开混合C,混合型,曾刚,1.1706,1.1711,1.1711,-0.05%,2.59%,4.33%,8.44%,13.31%,--,17.11%
005331,益民优势安享混合,混合型,赵若琼,1.2366,1.2309,1.2309,0.46%,7.69%,-3.99%,19.23%,20.03%,--,23.08%
005335,浙商全景消费混合,混合型,刘宏达,1.3088,1.3087,1.3087,0.01%,5.97%,2.89%,9.02%,31.22%,--,30.87%
005336,中加颐慧定开债券发起式A,定开债券,王霈,--,1.0438,1.1377, ,0.11%,1.62%,3.17%,5.22%,--,14.38%
005337,中加颐慧定开债券发起式C,定开债券,王霈,--,1,1, ,0.00%,0.00%,0.00%,0.00%,--,0.00%
005338,兴业3个月定开债券,定开债券,徐青,1.0697,1.0695,1.1163,0.02%,-0.41%,1.55%,3.45%,6.21%,--,11.91%
005339,兴业中证国有企业指数增强A,股票指数,吴卫东,1.1781,1.169,1.169,0.78%,0.00%,-5.08%,1.74%,10.43%,--,16.90%
005340,兴业6个月定开债券,定开债券,腊博,1.0432,1.043,1.1455,0.02%,-0.53%,1.52%,3.34%,6.07%,--,15.27%
005341,长安裕泰混合A,混合型,徐小勇,1.6744,1.6639,1.6639,0.63%,7.81%,1.70%,22.70%,65.99%,--,66.39%
005342,长安裕泰混合C,混合型,徐小勇,1.6833,1.6757,1.6757,0.45%,7.80%,1.66%,22.62%,66.21%,--,67.57%
005343,长安裕盛灵活配置混合A,混合型,刘兴旺,1.0953,1.0868,1.0868,0.79%,-0.42%,-4.04%,2.48%,19.93%,--,8.68%
005344,长安裕盛灵活配置混合C,混合型,刘兴旺,1.0872,1.0806,1.0806,0.61%,-0.43%,-4.07%,2.41%,19.67%,--,8.06%
005345,长安泓润纯债债券A,债券型,刘兴旺,1.124,1.1238,1.1238,0.02%,-1.54%,1.81%,3.96%,6.61%,--,12.38%
005346,长安泓润纯债债券C,债券型,刘兴旺,1.1196,1.1194,1.1194,0.01%,-1.57%,1.75%,3.85%,6.40%,--,11.94%
005350,诺德短债债券A,债券型,景辉,1.0261,1.026,1.026,0.01%,0.09%,0.34%,0.75%,1.89%,--,2.59%
005351,汇添富行业整合混合,混合型,赵鹏程,1.2964,1.3014,1.3014,-0.39%,9.91%,10.97%,19.60%,41.03%,--,30.14%
005352,鹏扬景泰成长混合A,混合型,卢安平,1.1274,1.1199,1.1199,0.67%,6.31%,-4.62%,7.97%,16.38%,--,11.99%
005353,鹏扬景泰成长混合C,混合型,卢安平,1.1162,1.1088,1.1088,0.67%,6.27%,-4.72%,7.76%,15.90%,--,10.88%
005354,富国沪港深行业精选混合,混合型,汪孟海,1.2151,1.2118,1.2118,0.28%,3.70%,-1.68%,8.76%,25.22%,--,21.18%
005357,富国国企改革灵活配置混合,混合型,袁宜,1.2354,1.2332,1.2332,0.18%,3.08%,-4.88%,22.54%,34.03%,--,23.32%
005358,东方阿尔法精选混合A,混合型,刘明,1.2671,1.2704,1.2704,-0.26%,6.43%,9.86%,23.92%,30.30%,--,27.04%
005359,东方阿尔法精选混合C,混合型,刘明,1.2529,1.2559,1.2559,-0.24%,6.40%,9.72%,23.61%,29.65%,--,25.59%
005360,汇安资产轮动混合,混合型,沈宏伟,0.822,0.822,0.822,0.00%,-0.16%,-4.03%,-1.14%,-4.51%,--,-17.80%
005361,中融聚商定期开放债券,定开债券,李倩,1.0265,1.0264,1.1203,0.01%,-1.03%,1.67%,3.76%,4.42%,--,12.40%
005362,中银证券安源债券A,债券型,吕文晔,1.0495,1.0494,1.0633,0.01%,-0.43%,1.65%,3.42%,5.67%,--,6.39%
005363,中银证券安源债券C,债券型,吕文晔,1.0512,1.0511,1.0646,0.01%,-0.45%,1.61%,3.58%,5.82%,--,6.52%
005364,华夏鼎顺三个月定开债A,定开债券,刘明宇,1.0331,1.0338,1.0799,-0.07%,-0.30%,2.02%,3.56%,5.71%,--,8.14%
005365,华夏鼎顺三个月定开债C,定开债券,刘明宇,--,--,--, ,--,--,--,--,--,0.00%
005366,上投摩根丰瑞债券A,债券型,聂曙光,1.0293,1.0292,1.1247,0.01%,-1.08%,1.25%,2.93%,5.19%,--,12.91%
005367,上投摩根丰瑞债券C,债券型,聂曙光,1.029,1.029,1.1267,0.00%,-1.09%,1.22%,2.87%,5.12%,--,13.12%
005368,富国清洁能源产业混合,混合型,杨栋,0.9944,0.9945,0.9945,-0.01%,3.35%,--,--,--,--,-0.56%
005369,富国臻利纯债定开债券,定开债券,黄纪亮,1.0433,1.0432,1.1377,0.01%,-0.41%,1.41%,3.27%,5.67%,--,14.35%
005371,中加心悦混合A,混合型,李瑾懿,1.0878,1.0874,1.0874,0.04%,-1.42%,1.00%,2.72%,4.60%,--,8.74%
005372,中加心悦混合C,混合型,李瑾懿,1.0873,1.0868,1.0868,0.04%,-1.42%,1.00%,2.71%,4.59%,--,8.68%
005373,中加紫金灵活配置混合A,混合型,许飞虎,1.0173,1.0151,1.0151,0.21%,3.13%,-4.96%,12.00%,11.75%,--,1.51%
005374,中加紫金灵活配置混合C,混合型,许飞虎,1.0104,1.0082,1.0082,0.21%,3.10%,-5.04%,11.84%,11.40%,--,0.82%
005375,建信睿和纯债定开债,定开债券,黎颖芳,1.0427,1.0426,1.1461,0.01%,-0.02%,1.55%,3.40%,5.55%,--,15.17%
005376,北信瑞丰华丰灵配,混合型,黄祥斌,1.1342,1.1313,1.2313,0.26%,0.33%,-2.36%,3.24%,8.23%,--,23.40%
005377,华安鼎瑞定开债发起式,定开债券,李邦长,1.0295,1.0294,1.1314,0.01%,-1.08%,1.30%,3.58%,5.97%,--,11.79%
005378,前海联合泓元定开债券,定开债券,敬夏玺,1.048,1.0487,1.1566,-0.07%,-0.24%,2.59%,4.90%,7.64%,--,16.50%
005379,添富价值创造定开混合,混合型,胡昕炜,1.4764,1.477,1.477,-0.04%,6.91%,9.02%,10.15%,37.87%,--,47.70%
005381,泰康睿利量化多策略混合A,混合型,刘伟,1.1102,1.1081,1.1081,0.19%,2.21%,-2.27%,18.34%,38.43%,--,10.81%
005382,泰康睿利量化多策略混合C,混合型,刘伟,1.0996,1.0963,1.0963,0.30%,2.17%,-2.40%,18.03%,37.73%,--,9.63%
005383,富国绿色纯债一年定开债,定开债券,朱梦娜,1.0827,1.0827,1.1627,0.00%,-0.55%,1.12%,3.42%,6.16%,--,16.82%
005384,银河铭忆3个月定开债券,定开债券,刘铭,1.0349,1.0356,1.1284,-0.07%,-0.33%,1.45%,3.33%,5.53%,--,13.36%
005386,银河睿达灵活配置混合A,混合型,韩晶,1.1328,1.123,1.2485,0.87%,0.47%,-2.51%,-2.02%,-0.35%,--,24.75%
005387,银河睿达灵活配置混合C,混合型,韩晶,1.1323,1.1225,1.248,0.87%,0.46%,-2.53%,-2.07%,-0.43%,--,24.69%
005388,兴业安弘3个月定开债,定开债券,莫华寅,1.0308,1.0315,1.1258,-0.07%,0.19%,2.09%,3.95%,5.77%,--,13.14%
005390,工银创业板ETF联接A,联接基金,赵栩,1.133,1.1346,1.1346,-0.14%,2.42%,-5.48%,22.30%,36.32%,--,13.46%
005391,工银创业板ETF联接C,联接基金,赵栩,1.1214,1.12,1.12,0.12%,2.40%,-5.56%,22.07%,35.76%,--,12.00%
005392,长信价值蓝筹两年定开,混合型,吴廷华,--,0.9968,1.1168, ,-0.01%,-3.01%,4.61%,9.54%,--,11.58%
005393,南方卓利3个月定开债A,定开债券,金凌志,1.1263,1.1262,1.1262,0.01%,-0.86%,0.91%,2.87%,5.15%,--,12.61%
005394,南方卓利3个月定开债C,定开债券,金凌志,--,--,--, ,--,--,--,--,--,0.00%
005395,泓德臻远回报混合,混合型,邬传雁,1.2863,1.286,1.426,0.02%,6.99%,0.67%,13.81%,40.06%,--,44.57%
005396,中金丰硕混合,混合型,魏孛,1.0199,1.0137,1.0137,0.61%,-0.07%,-1.70%,0.49%,11.64%,--,1.37%
005397,南方安养混合,混合型,黄春逢,1.1308,1.1288,1.1288,0.18%,0.98%,0.08%,2.36%,6.84%,--,12.88%
005398,鹏扬淳优一年定期开放债,定开债券,陈钟闻,--,1.0385,1.1485, ,0.00%,2.23%,3.58%,5.62%,--,15.51%
005399,长信量化价值驱动混合,混合型,左金保,1.1062,1.0994,1.2244,0.62%,0.97%,-3.04%,8.94%,8.07%,--,23.71%
005400,万家潜力价值灵活配置混合A,混合型,高源,1.5256,1.5183,1.5183,0.48%,3.36%,-9.90%,19.68%,45.25%,--,51.83%
005401,万家潜力价值灵活配置混合C,混合型,高源,1.5039,1.4967,1.4967,0.48%,3.32%,-10.01%,19.37%,44.48%,--,49.67%
005402,广发资源优选股票,股票型,孙迪,1.3011,1.2859,1.2859,1.19%,2.72%,1.25%,22.61%,48.13%,--,28.59%
005403,南方融尚再融资混合,混合型,陈乐,1.3978,1.3922,1.3922,0.40%,4.22%,-6.56%,9.33%,32.69%,--,39.22%
005404,创金合信价值红利混合C,混合型,董梁,0.9246,0.92,0.92,0.50%,1.22%,-1.91%,-0.45%,0.41%,--,-8.00%
005405,中金金序量化蓝筹A,混合型,魏孛,1.1336,1.1252,1.1252,0.75%,0.61%,-0.90%,1.61%,13.40%,--,12.52%
005406,中金金序量化蓝筹C,混合型,魏孛,1.1759,1.1673,1.1673,0.74%,0.58%,-1.00%,1.41%,12.94%,--,16.73%
005407,华夏鼎泰六个月定开债A,定开债券,柳万军,1.0572,1.0571,1.1347,0.01%,-0.26%,1.39%,3.36%,5.62%,--,13.95%
005408,华夏鼎泰六个月定开债C,定开债券,柳万军,--,--,--, ,--,--,--,--,--,0.00%
005409,华泰柏瑞新兴产业混合,混合型,张慧,1.3352,1.335,1.335,0.01%,3.15%,-3.09%,24.13%,41.84%,--,33.50%
005410,汇添富鑫盛定开债A,定开债券,胡娜,1.0384,1.0384,1.1294,0.00%,-0.57%,1.43%,3.44%,5.97%,--,13.52%
005411,汇添富鑫盛定开债C,定开债券,胡娜,--,--,--, ,--,--,--,--,--,0.00%
005412,金信民长混合A,混合型,高俊芳,--,1.1133,1.1133, ,--,--,--,--,--,11.33%
005413,金信民长混合C,混合型,高俊芳,--,1.1135,1.1135, ,--,--,--,--,--,11.35%
005414,创金合信国证A股指数A,股票指数,陈龙,0.9831,0.9787,0.9787,0.45%,0.72%,-5.35%,5.89%,9.70%,--,-2.13%
005415,创金合信国证A股指数C,股票指数,陈龙,0.9752,0.9709,0.9709,0.45%,0.71%,-5.40%,5.79%,9.43%,--,-2.91%
005416,鹏华尊惠定期开放混合A,混合型,李君,--,1.3509,1.3509, ,1.06%,3.80%,13.08%,29.50%,--,35.09%
005417,鹏华尊惠定期开放混合C,混合型,李君,--,1.3363,1.3363, ,1.01%,3.66%,12.80%,28.84%,--,33.63%
005418,申万菱信量化驱动混合,混合型,俞诚,1.0896,1.0858,1.0858,0.35%,0.69%,-7.99%,18.15%,22.40%,--,8.58%
005419,中欧聚瑞债券A,债券型,蒋雯文,1.0059,1.0058,1.0058,0.01%,-0.23%,0.01%,0.30%,1.15%,--,0.58%
005420,中欧聚瑞债券C,债券型,蒋雯文,1.0002,1.0002,1.0002,0.00%,-0.27%,-0.11%,0.05%,0.63%,--,0.02%
005421,中欧嘉泽灵活配置混合,混合型,王健,1.569,1.5645,1.5645,0.29%,5.92%,1.48%,20.04%,51.22%,--,56.43%
005423,浙商汇金聚禄一年定期A,定开债券,应洁茜,--,1.059,1.109, ,0.01%,0.98%,2.59%,4.10%,--,11.09%
005424,浙商汇金聚禄一年定期C,定开债券,应洁茜,1.0504,1.0512,1.1012,-0.08%,-0.03%,0.88%,2.39%,3.60%,--,10.28%
005425,民生加银睿通3个月定开债,定开债券,姚航,1.0578,1.0586,1.0586,-0.08%,0.17%,1.52%,3.22%,5.65%,--,5.86%
005426,光大保德信尊丰纯债定开债,定开债券,周华,1.0432,1.0431,1.049,0.01%,-0.69%,1.53%,4.03%,--,--,4.93%
005427,渤海汇金汇增利3个月定开,定开债券,李杨,1.0133,1.014,1.0232,-0.07%,-0.44%,-0.43%,0.15%,0.87%,--,2.33%
005428,渤海汇金汇添益3个月定开,定开债券,李杨,--,1.0173,1.0265, ,-0.09%,-0.10%,0.49%,1.20%,--,2.67%
005429,渤海汇金睿选混合A,混合型,李杨,1.1186,1.1181,1.1181,0.04%,-0.14%,-0.26%,5.38%,8.22%,--,11.81%
005430,渤海汇金睿选混合C,混合型,李杨,1.1018,1.1014,1.1014,0.04%,-0.19%,-0.41%,5.07%,7.56%,--,10.14%
005431,上银聚增富定期开放债券,定开债券,高永,1.0171,1.0178,1.111,-0.07%,0.05%,1.32%,2.77%,4.96%,--,11.42%
005432,上银聚鸿益三个月定开债,定开债券,倪侃,1.0725,1.0724,1.1271,0.01%,-0.21%,2.05%,4.14%,6.93%,--,13.05%
005434,鹏华睿投混合,混合型,刘方正,1.321,1.3179,1.3179,0.24%,3.09%,-0.27%,18.15%,34.00%,--,31.79%
005435,国投瑞银顺银定开债,定开债券,宋璐,1.0327,1.0326,1.0951,0.01%,-0.16%,1.07%,2.41%,4.32%,--,9.73%
005436,圆信永丰兴瑞定开债,定开债券,余文龙,1.0323,1.0321,1.1201,0.02%,-0.21%,1.69%,3.83%,6.18%,--,12.56%
005437,易方达易百智能量化策略A,混合型,官泽帆,0.9785,0.9713,0.9713,0.75%,1.76%,-4.62%,6.08%,13.74%,--,-2.87%
005438,易方达易百智能量化策略C,混合型,官泽帆,0.9716,0.9644,0.9644,0.75%,1.74%,-4.68%,5.93%,13.39%,--,-3.56%
005439,易方达恒安定开债发起式,定开债券,王晓晨,1.0641,1.0639,1.1239,0.02%,-0.78%,1.90%,3.95%,5.96%,--,12.72%
005440,华安全球稳健配置(QDII-FOF)A,QDII,庄宇飞,--,1.0606,1.0606, ,1.25%,0.49%,0.99%,6.51%,--,6.06%
005441,华安全球稳健配置(QDII-FOF)C,QDII,庄宇飞,--,1.0494,1.0494, ,1.22%,0.39%,0.78%,6.08%,--,4.94%
005442,兴业安和6个月定开债,定开债券,冯小波,1.0385,1.0384,1.1109,0.01%,-1.12%,1.45%,3.30%,5.27%,--,11.53%
005443,国金量化多策略混合,混合型,杨雨龙,0.7859,0.7844,0.7844,0.19%,-0.20%,-5.36%,2.60%,-2.30%,--,-21.56%
005444,光大保德信多策略精选混合,混合型,黄波,--,1.0499,1.0499, ,-3.11%,-4.49%,8.81%,12.00%,--,4.99%
005445,华宝价值发现混合,混合型,蔡目荣,1.0966,1.086,1.086,0.98%,-0.69%,-6.72%,5.19%,16.99%,--,8.60%
005446,鑫元广利定开债发起式,定开债券,赵慧,1.0557,1.0564,1.1649,-0.07%,0.33%,2.00%,3.99%,6.38%,--,17.43%
005447,银华智荟分红收益混合,混合型,秦锋,0.9999,0.9947,0.9947,0.52%,2.21%,-1.55%,6.23%,22.73%,--,-0.53%
005448,诺安联创顺鑫A,债券型,周建树,1.2212,1.2211,1.2682,0.01%,0.10%,1.04%,4.94%,22.64%,--,26.04%
005449,华夏行业龙头混合,混合型,陈伟彦,1.0546,1.0497,1.0497,0.47%,6.33%,-3.16%,4.76%,11.06%,--,4.97%
005450,华夏稳盛灵活配置混合,混合型,蔡向阳,1.2904,1.2852,1.2852,0.41%,7.41%,8.54%,9.54%,29.41%,--,28.52%
005451,鹏扬双利债券A,债券型,王华,1.2001,1.1997,1.1997,0.03%,-0.60%,0.64%,3.02%,6.36%,--,19.97%
005452,鹏扬双利债券C,债券型,王华,1.189,1.1887,1.1887,0.03%,-0.64%,0.54%,2.81%,5.92%,--,18.87%
005453,前海开源医疗健康A,混合型,曲扬,1.7385,1.7431,1.7431,-0.27%,9.42%,18.49%,36.30%,63.93%,--,74.29%
005454,前海开源医疗健康C,混合型,曲扬,1.7435,1.7395,1.7395,0.23%,9.42%,18.47%,36.26%,63.79%,--,73.93%
005455,建信睿丰纯债定期开放债券,定开债券,李峰,1.0452,1.045,1.081,0.02%,-0.26%,1.66%,3.73%,5.18%,--,8.24%
005457,景顺长城量化小盘股票,股票型,黎海威,1.0284,1.0262,1.0262,0.21%,2.55%,-5.59%,11.48%,8.49%,--,2.62%
005459,银河嘉谊灵活配置混合A,混合型,蒋磊,1.0069,1.0022,1.0022,0.47%,0.58%,-2.41%,2.95%,12.43%,--,0.22%
005460,银河嘉谊灵活配置混合C,混合型,蒋磊,1.0056,1.0008,1.0008,0.48%,0.56%,-2.43%,2.90%,12.34%,--,0.08%
005461,南方希元转债,债券型,刘文良,1.1668,1.1624,1.1624,0.37%,-3.18%,-12.21%,4.01%,21.63%,--,16.24%
005462,博时富业3个月定开债,定开债券,倪玉娟,1.0351,1.035,1.1108,0.01%,-0.71%,0.93%,3.42%,6.39%,--,11.43%
005463,银华多元收益定开混合A,混合型,贾鹏,--,0.9941,0.9941, ,0.61%,-0.43%,2.80%,4.97%,--,-0.59%
005464,银华多元收益定开混合C,混合型,贾鹏,--,0.9713,0.9713, ,0.51%,-0.69%,2.29%,3.90%,--,-2.87%
005465,华泰紫金智惠定开债券A,定开债券,李博良,--,1.0099,1.0715, ,-0.25%,1.07%,3.08%,6.60%,--,7.24%
005466,华泰紫金智惠定开债券C,定开债券,李博良,--,--,--, ,--,--,--,--,--,-0.35%
005467,华泰紫金智盈债券A,债券型,李博良,1.167,1.1668,1.1668,0.01%,0.18%,1.08%,2.75%,5.58%,--,16.68%
005468,华泰紫金智盈债券C,债券型,李博良,1.1103,1.1102,1.1102,0.01%,0.15%,1.00%,2.61%,5.34%,--,11.02%
005469,南方浙利定开债券,定开债券,黄斌斌,1.0093,1.0092,1.1264,0.01%,-0.67%,1.50%,3.36%,5.43%,--,13.07%
005470,南方乾利定开债,定开债券,黄斌斌,1.0087,1.0086,1.1266,0.01%,-0.69%,1.53%,3.29%,5.41%,--,13.10%
005472,富国价值驱动灵活配置混合A,混合型,吴畏,1.3488,1.3385,1.3385,0.77%,7.87%,3.46%,19.30%,53.66%,--,33.85%
005473,富国价值驱动灵活配置混合C,混合型,吴畏,1.3252,1.3151,1.3151,0.77%,7.79%,3.25%,18.81%,52.42%,--,31.51%
005474,泰康均衡优选混合A,混合型,薛小波,1.2072,1.2017,1.2017,0.46%,1.33%,-6.11%,7.59%,24.79%,--,20.17%
005475,泰康均衡优选混合C,混合型,薛小波,1.2125,1.2063,1.2063,0.52%,1.29%,-6.21%,7.33%,24.30%,--,20.63%
005476,南方涪利定开债,定开债券,何康,1.1364,1.1363,1.1363,0.01%,-0.38%,1.45%,3.35%,5.56%,--,13.63%
005477,长安鑫禧灵活配置混合A,混合型,林忠晶,0.815,0.8162,0.8162,-0.14%,2.14%,-13.31%,-7.83%,-11.15%,--,-18.38%
005478,长安鑫禧灵活配置混合C,混合型,林忠晶,0.8116,0.8127,0.8127,-0.14%,2.12%,-13.35%,-7.91%,-11.28%,--,-18.73%
005479,安信永泰定开债发起式,定开债券,肖芳芳,1.1925,1.1915,1.1915,0.08%,-0.04%,1.10%,5.11%,10.52%,--,19.15%
005480,诺安联创顺鑫C,债券型,周建树,1.2264,1.2263,1.272,0.01%,0.07%,1.00%,4.82%,23.12%,--,28.29%
005481,银华瑞泰灵活配置混合,混合型,周书,1.2896,1.2848,1.4148,0.37%,5.91%,4.44%,18.04%,40.67%,--,43.61%
005482,博时创新驱动混合A,混合型,韩茂华,1.2241,1.2265,1.2265,-0.19%,4.07%,8.00%,16.52%,30.46%,--,22.65%
005483,博时创新驱动混合C,混合型,韩茂华,1.201,1.2038,1.2038,-0.23%,4.01%,7.78%,16.06%,29.43%,--,20.38%
005485,海富通恒丰定开债券,定开债券,陈轶平,1.0493,1.0493,1.1334,0.00%,-0.31%,1.57%,3.53%,6.22%,--,13.84%
005486,平安量化精选混合A,混合型,刘俊廷,1.0514,1.0502,1.0502,0.11%,5.61%,-2.12%,4.51%,12.31%,--,5.02%
005487,平安量化精选混合C,混合型,刘俊廷,1.0299,1.0287,1.0287,0.11%,5.54%,-2.31%,3.95%,11.22%,--,2.87%
005488,天弘尊享定开债发起式,定开债券,王昌俊,1.0524,1.0531,1.1452,-0.07%,0.13%,1.55%,3.28%,5.53%,--,15.05%
005489,中金衡优灵活配置混合A,混合型,陈诗昆,1.1625,1.1576,1.1976,0.43%,5.44%,0.10%,7.04%,8.87%,--,19.95%
005490,中金衡优灵活配置混合C,混合型,陈诗昆,1.1469,1.1437,1.1837,0.28%,5.42%,0.03%,6.87%,8.37%,--,18.55%
005491,兴全合宜混合(LOF)C,混合型,谢治宇,1.2442,1.2382,1.2382,0.48%,7.11%,0.84%,--,--,--,1.41%
005492,农银汇理研究驱动混合,混合型,徐文卉,1.3773,1.3847,1.3847,-0.53%,11.37%,5.83%,26.15%,42.43%,--,38.47%
005493,鑫元价值精选混合A,混合型,丁玥,1.0176,1.0164,1.0164,0.11%,1.54%,-5.00%,11.22%,24.03%,--,1.64%
005494,鑫元价值精选混合C,混合型,丁玥,1.0055,1.0049,1.0049,0.06%,1.49%,-5.11%,10.94%,23.44%,--,0.49%
